Name,Age,#days,Lev,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS
Derek Dietrich,30,39,MLB-AL,Texas,25,75,61,9,12,1,0,5,8,9,0,21,5,0,0,4,1,0,0.19699999999999998,0.34700000000000003,0.45899999999999996,0.8059999999999999
Wilmer Difo,28,62,MLB-NL,Washington,12,18,14,1,1,0,0,0,1,3,0,4,0,0,1,0,0,0,0.071,0.222,0.071,0.294
Brandon Dixon,28,39,MLB-AL,Detroit,5,14,13,0,1,1,0,0,2,1,0,4,0,0,0,1,0,0,0.077,0.14300000000000002,0.154,0.297
Josh Donaldson,34,41,MLB-AL,Minnesota,28,102,81,14,18,2,0,6,11,18,1,24,2,0,1,4,0,0,0.222,0.373,0.469,0.8420000000000001
Brian Dozier,33,83,MLB-NL,New York,7,16,15,1,2,0,0,0,0,1,0,5,0,0,0,1,0,0,0.133,0.188,0.133,0.321
Hunter Dozier,28,39,MLB-AL,Kansas City,44,186,158,29,36,4,2,6,12,27,0,48,1,0,0,3,4,0,0.228,0.344,0.392,0.736
Brandon Drury,27,72,MLB-AL,Toronto,21,49,46,3,7,1,0,0,1,2,0,9,0,0,1,0,0,0,0.152,0.184,0.174,0.358
Mauricio Dubon,25,39,MLB-NL,San Francisco,54,177,157,21,43,4,1,4,19,15,0,36,1,1,2,4,2,2,0.27399999999999997,0.337,0.389,0.726
Steven Duggar,26,39,MLB-NL,San Francisco,21,36,34,3,6,2,0,0,3,1,0,11,1,0,0,1,1,0,0.17600000000000002,0.222,0.235,0.45799999999999996
Adam Duvall,31,39,MLB-NL,Atlanta,57,209,190,34,45,8,0,16,33,15,0,54,3,0,1,2,0,0,0.237,0.301,0.532,0.833
Jarrod Dyson,35,42,"MLB-NL,MLB-AL","Pittsburgh,Chicago",32,66,61,9,11,0,0,0,5,4,0,11,0,1,0,0,6,0,0.18,0.231,0.18,0.41100000000000003
Adam Eaton,31,50,MLB-NL,Washington,41,176,159,22,36,11,1,4,17,12,1,32,1,4,0,4,3,0,0.226,0.285,0.384,0.669
Tommy Edman,25,39,MLB-NL,St. Louis,55,227,204,29,51,7,1,5,26,16,0,48,5,0,2,5,2,4,0.25,0.317,0.368,0.685
Edwin Encarnacion,37,39,MLB-AL,Chicago,44,181,159,19,25,5,0,10,19,16,0,54,4,0,1,3,0,0,0.157,0.25,0.377,0.627
Adam Engel,28,39,MLB-AL,Chicago,36,93,88,11,26,5,1,3,12,3,0,19,2,0,0,1,1,0,0.295,0.33299999999999996,0.47700000000000004,0.8109999999999999
Phil Ervin,27,40,"MLB-NL,MLB-AL","Cincinnati,Seattle",37,89,74,10,11,3,0,0,4,14,0,22,1,0,0,2,1,0,0.149,0.292,0.18899999999999997,0.48100000000000004
Eduardo Escobar,31,39,MLB-NL,Arizona,54,222,203,22,43,7,3,4,20,15,4,41,2,0,2,5,1,0,0.212,0.27,0.335,0.605
Santiago Espinal,25,48,MLB-AL,Toronto,26,66,60,10,16,4,0,0,6,4,0,16,0,1,1,1,1,0,0.267,0.308,0.33299999999999996,0.6409999999999999
Thairo Estrada,24,51,MLB-AL,New York,26,52,48,8,8,0,0,1,3,1,0,19,3,0,0,0,1,0,0.16699999999999998,0.231,0.22899999999999998,0.46
Phillip Evans,27,89,MLB-NL,Pittsburgh,11,45,39,6,14,2,0,1,9,5,0,7,1,0,0,1,0,1,0.359,0.444,0.48700000000000004,0.932
Kyle Farmer,29,39,MLB-NL,Cincinnati,32,70,64,4,17,3,0,0,4,5,0,13,1,0,0,0,1,0,0.266,0.32899999999999996,0.313,0.6409999999999999
Derek Fisher,26,51,MLB-AL,Toronto,16,39,31,5,7,2,1,1,7,7,0,11,0,0,1,0,0,1,0.226,0.359,0.452,0.8109999999999999
David Fletcher,26,39,MLB-AL,Los Angeles,49,230,207,31,66,13,0,3,18,20,0,25,0,1,2,4,2,0,0.319,0.376,0.425,0.8009999999999999
Wilmer Flores,28,39,MLB-NL,San Francisco,55,213,198,30,53,11,1,12,32,13,1,36,1,0,1,5,1,0,0.268,0.315,0.515,0.83
Estevan Florial,22,69,MLB-AL,New York,1,3,3,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0.33299999999999996,0.33299999999999996,0.33299999999999996,0.667
Tyler Flowers,34,39,MLB-NL,Atlanta,22,80,69,5,15,6,0,1,5,8,0,34,3,0,0,1,0,0,0.217,0.325,0.348,0.6729999999999999
Mike Ford,27,53,MLB-AL,New York,29,84,74,5,10,4,0,2,11,7,0,16,2,0,1,4,0,0,0.135,0.226,0.27,0.496
Logan Forsythe,33,72,MLB-NL,Miami,12,38,34,2,4,1,0,1,2,4,0,12,0,0,0,0,0,0,0.11800000000000001,0.21100000000000002,0.235,0.446
Dexter Fowler,34,39,MLB-NL,St. Louis,31,101,90,14,21,2,0,4,15,10,0,28,1,0,0,2,1,1,0.233,0.317,0.389,0.706
Jake Fraley,25,44,MLB-AL,Seattle,7,29,26,3,4,1,1,0,0,2,0,11,1,0,0,0,2,1,0.154,0.24100000000000002,0.26899999999999996,0.511
Ty France,25,39,"MLB-AL,MLB-NL","Seattle,San Diego",43,155,141,19,43,9,1,4,23,11,0,37,3,0,0,3,0,0,0.305,0.368,0.46799999999999997,0.836
Maikel Franco,27,39,MLB-AL,Kansas City,60,243,223,23,62,16,0,8,38,16,1,38,0,0,4,4,1,0,0.278,0.321,0.457,0.778
Adam Frazier,28,39,MLB-NL,Pittsburgh,58,230,209,22,48,7,0,7,23,17,0,35,3,1,0,3,1,3,0.23,0.297,0.364,0.6609999999999999
Clint Frazier,25,40,MLB-AL,New York,39,160,131,24,35,6,1,8,26,25,0,44,3,0,1,5,3,0,0.267,0.39399999999999996,0.511,0.905
Todd Frazier,34,39,"MLB-AL,MLB-NL","Texas,New York",45,172,157,16,37,9,1,4,12,11,0,42,4,0,0,1,1,1,0.23600000000000002,0.302,0.382,0.684
Freddie Freeman,30,39,MLB-NL,Atlanta,60,262,214,51,73,23,1,13,53,45,7,37,3,0,0,6,2,0,0.341,0.462,0.64,1.102
Mike Freeman,32,40,MLB-AL,Cleveland,24,43,38,5,9,3,0,0,3,3,0,11,1,0,1,0,0,0,0.237,0.302,0.316,0.618
Josh Fuentes,27,39,MLB-NL,Colorado,30,103,98,14,30,7,0,2,17,2,0,29,1,0,2,1,1,0,0.306,0.32,0.439,0.759
Cam Gallagher,27,43,MLB-AL,Kansas City,25,60,53,10,15,5,0,1,3,6,0,11,0,1,0,0,0,0,0.28300000000000003,0.35600000000000004,0.434,0.79
Joey Gallo,26,39,MLB-AL,Texas,57,226,193,23,35,8,0,10,26,29,2,79,4,0,0,0,2,0,0.18100000000000002,0.301,0.37799999999999995,0.679
Freddy Galvis,30,39,MLB-NL,Cincinnati,47,159,141,18,31,5,0,7,16,13,0,30,5,0,0,5,1,1,0.22,0.308,0.40399999999999997,0.7120000000000001
Ben Gamel,28,48,MLB-NL,Milwaukee,40,127,114,13,27,8,1,3,10,13,0,39,0,0,0,4,0,2,0.237,0.315,0.40399999999999997,0.718
Adolis García,27,93,MLB-AL,Texas,3,7,6,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0.0,0.14300000000000002,0.0,0.14300000000000002
Avisail Garcia,29,39,MLB-NL,Milwaukee,53,207,181,20,43,10,0,2,15,20,2,49,6,0,0,2,1,3,0.23800000000000002,0.33299999999999996,0.326,0.659
Greg Garcia,30,39,MLB-NL,San Diego,35,72,61,6,12,3,0,0,11,7,0,19,0,3,1,0,1,0,0.19699999999999998,0.275,0.24600000000000002,0.521
José García,22,39,MLB-NL,Cincinnati,24,68,67,4,13,0,0,0,2,1,0,26,0,0,0,1,1,1,0.19399999999999998,0.20600000000000002,0.19399999999999998,0.4
Leury Garcia,29,87,MLB-AL,Chicago,16,63,59,6,16,1,0,3,8,4,0,9,0,0,0,0,0,0,0.271,0.317,0.441,0.758
Luis Garcia,20,39,MLB-NL,Washington,40,139,134,18,37,6,0,2,16,5,0,29,0,0,0,3,1,1,0.276,0.302,0.366,0.6679999999999999
Brett Gardner,36,39,MLB-AL,New York,49,158,130,20,29,5,1,5,15,26,0,35,1,0,1,0,3,1,0.223,0.354,0.392,0.747
Kyle Garlick,28,51,MLB-NL,Philadelphia,12,23,22,0,3,1,0,0,3,0,0,7,1,0,0,0,0,0,0.136,0.174,0.182,0.35600000000000004
Dustin Garneau,32,39,MLB-AL,Houston,17,46,38,4,6,0,1,1,4,6,0,15,0,2,0,1,0,0,0.158,0.273,0.289,0.562
Mitch Garver,29,39,MLB-AL,Minnesota,23,81,72,8,12,1,0,2,5,7,0,37,1,0,1,1,0,0,0.16699999999999998,0.247,0.264,0.511
Andres Gimenez,21,40,MLB-NL,New York,49,131,117,22,31,3,2,3,12,7,0,27,6,0,1,0,8,1,0.265,0.336,0.402,0.738
Ryan Goins,32,68,MLB-AL,Chicago,14,10,9,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0.1,0.0,0.1
Paul Goldschmidt,32,39,MLB-NL,St. Louis,58,231,191,31,58,13,0,6,21,37,0,43,1,0,1,4,1,0,0.304,0.41700000000000004,0.466,0.883
Yan Gomes,32,39,MLB-NL,Washington,30,119,109,14,31,6,1,4,13,6,0,22,1,0,3,1,1,0,0.284,0.319,0.46799999999999997,0.787
Erik Gonzalez,28,39,MLB-NL,Pittsburgh,50,193,181,14,41,13,1,3,20,8,0,51,0,1,3,5,2,3,0.22699999999999998,0.255,0.359,0.614
Luis Gonzalez,24,74,MLB-AL,Chicago,3,2,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0,0.5,0.0,0.5
Marwin Gonzalez,31,39,MLB-AL,Minnesota,53,199,175,15,37,4,0,5,22,17,0,41,3,0,4,1,0,0,0.21100000000000002,0.28600000000000003,0.32,0.606
Niko Goodrum,28,39,MLB-AL,Detroit,43,179,158,15,29,7,1,5,20,18,0,69,0,0,3,4,7,1,0.184,0.263,0.335,0.598
Brian Goodwin,29,40,"MLB-NL,MLB-AL","Cincinnati,Los Angeles",50,164,144,17,31,9,1,6,22,17,1,54,1,0,2,1,5,0,0.215,0.299,0.41700000000000004,0.715
Alex Gordon,36,39,MLB-AL,Kansas City,50,184,163,15,34,4,0,4,11,18,0,37,3,0,0,0,0,0,0.209,0.299,0.307,0.606
Terrance Gore,29,99,MLB-NL,Los Angeles,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Phil Gosselin,31,39,MLB-NL,Philadelphia,39,102,92,14,23,5,0,3,12,10,1,27,0,0,0,3,0,0,0.25,0.324,0.402,0.726
Yasmani Grandal,31,39,MLB-AL,Chicago,46,194,161,27,37,7,0,8,27,30,0,58,1,0,2,4,0,0,0.23,0.35100000000000003,0.42200000000000004,0.773
Didi Gregorius,30,39,MLB-NL,Philadelphia,60,237,215,34,61,10,2,10,40,15,3,28,4,1,2,4,3,1,0.284,0.33899999999999997,0.488,0.8270000000000001
Grayson Greiner,27,54,MLB-AL,Detroit,18,55,51,8,6,2,0,3,8,3,0,20,1,0,0,2,0,0,0.11800000000000001,0.182,0.33299999999999996,0.515
Randal Grichuk,28,39,MLB-AL,Toronto,55,231,216,38,59,9,0,12,35,13,1,49,0,0,2,5,1,0,0.273,0.312,0.48100000000000004,0.7929999999999999
Trent Grisham,23,40,MLB-NL,San Diego,59,252,215,42,54,8,3,10,26,31,0,64,3,1,1,1,10,1,0.251,0.35200000000000004,0.456,0.8079999999999999
Robbie Grossman,30,40,MLB-AL,Oakland,51,192,166,23,40,12,2,8,23,21,2,38,5,0,0,1,8,1,0.24100000000000002,0.344,0.48200000000000004,0.826
Deivy Grullon,24,58,MLB-AL,Boston,1,4,3,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0.33299999999999996,0.5,0.33299999999999996,0.833
Vladimir Guerrero Jr.,21,39,MLB-AL,Toronto,60,243,221,34,58,13,2,9,33,20,1,38,2,0,0,6,1,0,0.262,0.32899999999999996,0.462,0.7909999999999999
Luis Guillorme,25,39,MLB-NL,New York,29,68,57,6,19,6,0,0,9,10,0,17,0,0,1,3,2,0,0.33299999999999996,0.426,0.439,0.865
Lourdes Gurriel Jr.,26,39,MLB-AL,Toronto,57,224,208,28,64,14,0,11,33,14,0,48,0,0,2,7,3,0,0.308,0.348,0.534,0.882
Yuli Gurriel,36,39,MLB-AL,Houston,57,230,211,27,49,12,1,6,22,12,0,27,2,0,5,6,0,1,0.23199999999999998,0.27399999999999997,0.384,0.6579999999999999
Kelvin Gutierrez,25,46,MLB-AL,Kansas City,4,12,9,0,1,0,0,0,0,3,0,6,0,0,0,0,0,0,0.111,0.33299999999999996,0.111,0.444
Ronald Guzman,25,39,MLB-AL,Texas,26,86,78,10,19,1,1,4,9,7,0,24,1,0,0,0,1,0,0.244,0.314,0.436,0.75
Jedd Gyorko,31,39,MLB-NL,Milwaukee,42,135,117,19,29,3,0,9,17,15,1,38,1,0,2,4,0,0,0.248,0.33299999999999996,0.504,0.838
Eric Haase,27,39,MLB-AL,Detroit,7,19,17,1,3,0,0,0,2,1,0,6,0,0,1,0,0,0,0.17600000000000002,0.21100000000000002,0.17600000000000002,0.387
Sam Haggerty,26,62,MLB-AL,Seattle,13,54,50,7,13,4,0,1,6,4,0,16,0,0,0,0,4,0,0.26,0.315,0.4,0.715
Billy Hamilton,29,39,MLB-NL,"Chicago,New York",31,36,32,10,4,0,0,1,2,2,0,7,0,1,1,0,6,2,0.125,0.171,0.21899999999999997,0.39
Garrett Hampson,25,39,MLB-NL,Colorado,53,184,167,25,39,4,3,5,11,13,0,60,0,3,1,1,6,1,0.23399999999999999,0.287,0.38299999999999995,0.6709999999999999
Ian Happ,25,40,MLB-NL,Chicago,57,231,198,27,51,11,1,12,28,30,1,63,2,1,0,1,1,2,0.258,0.361,0.505,0.866
Bryce Harper,27,39,MLB-NL,Philadelphia,58,244,190,41,51,9,2,13,33,49,8,43,2,1,2,5,8,1,0.268,0.42,0.542,0.9620000000000001
Josh Harrison,32,39,MLB-NL,Washington,33,91,79,11,22,2,0,3,14,6,0,12,4,0,2,2,1,2,0.278,0.35200000000000004,0.418,0.769
Monte Harrison,24,40,MLB-NL,Miami,32,51,47,8,8,1,0,1,3,4,0,26,0,0,0,0,6,0,0.17,0.235,0.255,0.491
Adam Haseley,24,39,MLB-NL,Philadelphia,40,92,79,7,22,5,0,0,13,7,1,17,2,3,1,3,0,0,0.278,0.348,0.342,0.69
Ke'Bryan Hayes,23,39,MLB-NL,Pittsburgh,24,95,85,17,32,7,2,5,11,9,2,20,1,0,0,2,1,0,0.376,0.442,0.682,1.124
Austin Hays,24,39,MLB-AL,Baltimore,33,134,122,20,34,2,0,4,9,8,0,25,2,0,2,1,2,3,0.27899999999999997,0.32799999999999996,0.39299999999999996,0.722
Ryon Healy,28,41,MLB-NL,Milwaukee,4,7,7,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0.14300000000000002,0.14300000000000002,0.14300000000000002,0.28600000000000003
Nick Heath,26,40,MLB-AL,Kansas City,15,18,13,2,2,1,0,0,3,2,0,6,1,1,0,0,2,2,0.154,0.313,0.231,0.5429999999999999
Adeiny Hechavarria,31,39,MLB-NL,Atlanta,27,63,59,7,15,3,0,0,2,4,0,12,0,0,0,1,0,0,0.254,0.302,0.305,0.607
Austin Hedges,27,40,"MLB-AL,MLB-NL","Cleveland,San Diego",35,83,69,7,10,1,0,3,6,6,0,23,2,5,1,3,1,0,0.145,0.231,0.29,0.521
Jonah Heim,25,40,MLB-AL,Oakland,13,41,38,5,8,0,0,0,5,3,0,3,0,0,0,1,0,0,0.21100000000000002,0.268,0.21100000000000002,0.479
Scott Heineman,27,59,MLB-AL,Texas,24,54,52,6,8,3,0,1,7,2,0,11,0,0,0,1,3,0,0.154,0.185,0.26899999999999996,0.45399999999999996
Tyler Heineman,29,40,MLB-NL,San Francisco,15,50,42,3,8,1,0,0,1,4,0,6,2,2,0,0,1,0,0.19,0.292,0.214,0.506
Guillermo Heredia,29,39,MLB-NL,"Pittsburgh,New York",15,36,33,6,7,0,0,2,5,3,0,9,0,0,0,0,1,0,0.212,0.278,0.39399999999999996,0.672
Michael Hermosillo,25,95,MLB-AL,Los Angeles,7,10,8,0,2,0,0,0,2,1,0,1,0,0,1,0,1,0,0.25,0.3,0.25,0.55
Cesar Hernandez,30,39,MLB-AL,Cleveland,58,261,233,35,66,20,0,3,20,24,0,57,2,1,0,3,0,0,0.28300000000000003,0.355,0.408,0.763
Enrique Hernandez,28,39,MLB-NL,Los Angeles,48,148,139,20,32,8,1,5,20,6,0,31,2,0,1,5,0,1,0.23,0.27,0.41,0.68
Oscar Hernandez,26,96,MLB-AL,Kansas City,4,4,4,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0.5,0.5,0.5,1.0
Teoscar Hernandez,27,40,MLB-AL,Toronto,50,207,190,33,55,7,0,16,34,14,0,63,1,0,1,4,6,1,0.289,0.34,0.579,0.919
Yadiel Hernández,32,39,MLB-NL,Washington,12,28,26,3,5,3,0,1,6,1,0,12,0,0,1,0,0,0,0.192,0.214,0.423,0.637
Dilson Herrera,26,62,MLB-AL,Baltimore,3,6,5,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0.0,0.16699999999999998,0.0,0.16699999999999998
Jason Heyward,30,40,MLB-NL,Chicago,50,181,147,20,39,6,2,6,22,30,1,37,2,0,2,1,2,0,0.265,0.392,0.456,0.848
Aaron Hicks,30,39,MLB-AL,New York,54,211,169,28,38,10,2,6,21,41,1,38,1,0,0,4,4,1,0.225,0.379,0.414,0.7929999999999999
Kyle Higashioka,30,41,MLB-AL,New York,16,48,48,7,12,1,0,4,10,0,0,11,0,0,0,0,0,0,0.25,0.25,0.521,0.7709999999999999
Derek Hill,24,40,MLB-AL,Detroit,15,12,11,3,1,0,0,0,0,1,0,6,0,0,0,0,0,0,0.091,0.16699999999999998,0.091,0.258
Tim Hill,30,39,MLB-NL,San Diego,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Sam Hilliard,26,39,MLB-NL,Colorado,36,114,105,13,22,2,2,6,10,9,0,42,0,0,0,0,3,0,0.21,0.272,0.43799999999999994,0.71
Keston Hiura,23,39,MLB-NL,Milwaukee,59,246,217,30,46,4,0,13,32,16,2,85,11,0,2,7,3,2,0.212,0.297,0.41,0.7070000000000001
Nico Hoerner,23,39,MLB-NL,Chicago,48,126,108,19,24,4,0,0,13,12,0,24,3,0,2,3,3,2,0.222,0.312,0.259,0.5710000000000001
Bryan Holaday,32,42,MLB-AL,Baltimore,20,33,31,5,5,1,0,0,4,2,0,9,0,0,0,1,0,0,0.161,0.212,0.19399999999999998,0.406
Jonathan Holder,27,62,MLB-AL,New York,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Brock Holt,32,39,MLB-NL,"Milwaukee,Washington",36,106,95,12,20,6,0,0,5,9,0,24,1,0,1,3,1,0,0.21100000000000002,0.28300000000000003,0.27399999999999997,0.557
Rhys Hoskins,27,54,MLB-NL,Philadelphia,41,185,151,35,37,9,0,10,26,29,0,43,5,0,0,4,1,0,0.245,0.384,0.503,0.887
Eric Hosmer,30,40,MLB-NL,San Diego,38,156,143,23,41,6,0,9,36,9,0,28,2,0,2,3,4,0,0.287,0.33299999999999996,0.517,0.851
Joe Hudson,29,67,MLB-AL,Seattle,9,20,17,0,3,0,0,0,0,2,0,5,0,1,0,0,0,0,0.17600000000000002,0.263,0.17600000000000002,0.44
Sam Huff,22,39,MLB-AL,Texas,10,33,31,5,11,3,0,3,4,2,0,11,0,0,0,0,0,0,0.355,0.39399999999999996,0.742,1.136
José Iglesias,30,40,MLB-AL,Baltimore,39,150,142,16,53,17,0,3,24,3,0,17,4,0,1,1,0,0,0.373,0.4,0.556,0.956
Ender Inciarte,29,39,MLB-NL,Atlanta,46,131,116,17,22,2,1,1,10,12,0,25,0,1,2,0,4,1,0.19,0.262,0.25,0.512
Alex Jackson,24,75,MLB-NL,Atlanta,5,7,7,0,2,1,0,0,0,0,0,4,0,0,0,1,0,0,0.28600000000000003,0.28600000000000003,0.429,0.7140000000000001
Travis Jankowski,29,74,MLB-NL,Cincinnati,16,17,15,3,1,0,0,0,0,2,0,7,0,0,0,1,2,1,0.067,0.17600000000000002,0.067,0.243
Danny Jansen,25,39,MLB-AL,Toronto,43,147,120,18,22,3,0,6,20,21,0,31,2,3,1,1,0,0,0.183,0.313,0.358,0.6709999999999999
Jon Jay,35,40,MLB-NL,Arizona,18,57,50,5,8,1,0,1,4,3,0,12,1,0,3,0,0,0,0.16,0.21100000000000002,0.24,0.451
Ryan Jeffers,23,40,MLB-AL,Minnesota,26,62,55,5,15,0,0,3,7,5,0,19,2,0,0,0,0,0,0.273,0.355,0.436,0.7909999999999999
Eloy Jimenez,23,42,MLB-AL,Chicago,55,226,213,26,63,14,0,14,41,12,0,56,0,0,1,4,0,0,0.29600000000000004,0.332,0.5589999999999999,0.8909999999999999
Daniel Johnson,24,94,MLB-AL,Cleveland,5,13,12,0,1,0,0,0,0,1,1,5,0,0,0,0,0,0,0.083,0.154,0.083,0.237
JaCoby Jones,28,65,MLB-AL,Detroit,30,108,97,19,26,9,0,5,14,7,0,34,3,0,1,1,1,1,0.268,0.33299999999999996,0.515,0.8490000000000001
Jahmai Jones,22,39,MLB-AL,Los Angeles,3,7,7,2,3,0,0,0,1,0,0,2,0,0,0,0,0,0,0.429,0.429,0.429,0.857
Taylor Jones,26,72,MLB-AL,Houston,7,22,21,3,4,1,0,1,3,1,0,7,0,0,0,2,0,0,0.19,0.22699999999999998,0.381,0.608
Caleb Joseph,34,57,MLB-AL,Toronto,3,9,8,2,1,0,0,1,2,1,0,1,0,0,0,0,0,0,0.125,0.222,0.5,0.722
Matthew Joyce,35,39,MLB-NL,Miami,46,148,127,16,32,4,0,2,14,20,0,41,0,0,1,3,1,0,0.252,0.35100000000000003,0.331,0.682
Aaron Judge,28,39,MLB-AL,New York,28,114,101,23,26,3,0,9,22,10,0,32,2,0,0,5,0,1,0.257,0.336,0.5539999999999999,0.8909999999999999
Carson Kelly,25,39,MLB-NL,Arizona,39,129,122,11,27,5,0,5,19,6,0,29,1,0,0,4,0,0,0.221,0.264,0.385,0.649
Matt Kemp,35,41,MLB-NL,Colorado,43,132,117,18,28,3,0,6,21,15,1,41,0,0,0,5,1,0,0.239,0.326,0.419,0.745
Tony Kemp,28,39,MLB-AL,Oakland,49,114,93,15,23,5,0,0,4,15,0,14,3,1,2,0,3,1,0.247,0.363,0.301,0.664
Howie Kendrick,36,61,MLB-NL,Washington,25,100,91,11,25,4,0,2,14,7,2,17,0,0,2,4,0,0,0.275,0.32,0.385,0.705
Max Kepler,27,39,MLB-AL,Minnesota,48,196,171,27,39,9,0,9,23,22,0,36,2,0,1,1,3,0,0.228,0.321,0.439,0.76
Carter Kieboom,22,45,MLB-NL,Washington,33,122,99,15,20,1,0,0,9,17,0,33,5,0,1,5,0,1,0.20199999999999999,0.344,0.212,0.556
Kevin Kiermaier,30,40,MLB-AL,Tampa Bay,49,159,138,16,30,5,3,3,22,20,1,42,1,0,0,2,8,1,0.217,0.321,0.36200000000000004,0.6829999999999999
Isiah Kiner-Falefa,25,39,MLB-AL,Texas,58,228,211,28,59,4,3,3,10,14,0,32,2,0,1,6,8,5,0.28,0.32899999999999996,0.37,0.6990000000000001
Scott Kingery,26,39,MLB-NL,Philadelphia,36,124,113,12,18,5,0,3,6,9,0,35,1,1,0,1,0,0,0.159,0.228,0.28300000000000003,0.511
Jason Kipnis,33,39,MLB-NL,Chicago,44,135,114,13,27,8,1,3,16,18,0,41,1,0,2,1,1,0,0.237,0.341,0.40399999999999997,0.7440000000000001
Alejandro Kirk,21,40,MLB-AL,Toronto,9,25,24,4,9,2,0,1,3,1,0,4,0,0,0,0,0,0,0.375,0.4,0.583,0.983
Andrew Knapp,28,39,MLB-NL,Philadelphia,33,89,72,9,20,4,1,2,15,15,0,19,1,0,1,1,0,0,0.278,0.40399999999999997,0.444,0.8490000000000001
