Name,Age,#days,Lev,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS
Andrew Knizner,25,65,MLB-NL,St. Louis,8,17,16,1,4,1,0,0,4,0,0,5,0,0,1,2,0,0,0.25,0.235,0.313,0.5479999999999999
Adam Kolarek,31,39,MLB-NL,Los Angeles,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Erik Kratz,40,44,MLB-AL,New York,16,30,28,2,9,2,0,0,4,2,0,6,0,0,0,0,0,0,0.321,0.36700000000000005,0.39299999999999996,0.76
Tommy La Stella,31,39,MLB-AL,"Los Angeles,Oakland",55,228,196,31,55,14,2,5,25,27,0,12,2,1,2,6,1,0,0.281,0.37,0.449,0.8190000000000001
Juan Lagares,31,71,MLB-NL,New York,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Travis Lakins,26,62,MLB-AL,Baltimore,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Jake Lamb,29,39,"MLB-NL,MLB-AL","Arizona,Oakland",31,99,88,7,17,5,0,3,10,8,0,25,3,0,0,1,0,1,0.193,0.28300000000000003,0.35200000000000004,0.635
Ramon Laureano,25,39,MLB-AL,Oakland,54,222,183,27,39,8,1,6,25,24,0,58,12,0,3,7,2,1,0.213,0.33799999999999997,0.366,0.7040000000000001
Ryan Lavarnway,32,80,MLB-NL,Miami,5,11,11,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0.364,0.364,0.364,0.727
DJ LeMahieu,31,39,MLB-AL,New York,50,216,195,41,71,10,2,10,27,18,0,21,2,0,1,3,3,0,0.364,0.42100000000000004,0.59,1.011
Sandy Leon,31,41,MLB-AL,Cleveland,25,81,66,4,9,1,0,2,4,14,0,21,1,0,0,2,0,0,0.136,0.29600000000000004,0.242,0.539
Kyle Lewis,24,39,MLB-AL,Seattle,58,242,206,37,54,3,0,11,28,34,0,71,0,0,2,5,5,1,0.262,0.364,0.43700000000000006,0.8009999999999999
Tzu-Wei Lin,26,39,MLB-AL,Boston,26,57,52,2,8,1,0,0,3,2,0,17,0,2,1,1,0,0,0.154,0.182,0.17300000000000001,0.355
Francisco Lindor,26,39,MLB-AL,Cleveland,60,266,236,30,61,13,0,8,27,24,2,41,4,0,2,8,6,2,0.258,0.335,0.415,0.75
Tim Locastro,27,39,MLB-NL,Arizona,33,82,69,15,20,4,1,2,7,8,0,14,4,1,0,0,4,0,0.29,0.395,0.46399999999999997,0.8590000000000001
Shed Long,24,58,MLB-AL,Seattle,34,128,117,10,20,5,0,3,9,11,0,37,0,0,0,1,4,0,0.171,0.242,0.29100000000000004,0.5329999999999999
Evan Longoria,34,39,MLB-NL,San Francisco,53,209,193,26,49,10,1,7,28,11,0,39,2,0,3,10,0,1,0.254,0.297,0.425,0.722
Tim Lopes,26,39,MLB-AL,Seattle,46,151,143,16,34,12,0,2,15,6,0,34,2,0,0,2,5,0,0.23800000000000002,0.278,0.364,0.642
Nicky Lopez,25,39,MLB-AL,Kansas City,56,192,169,15,34,8,0,1,13,18,0,41,2,3,0,1,0,4,0.201,0.28600000000000003,0.266,0.552
Michael Lorenzen,28,39,MLB-NL,Cincinnati,6,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1.0,,
Brandon Lowe,25,39,MLB-AL,Tampa Bay,56,224,193,36,52,9,2,14,37,25,0,58,4,0,2,2,3,0,0.26899999999999996,0.36200000000000004,0.5539999999999999,0.9159999999999999
Nate Lowe,24,39,MLB-AL,Tampa Bay,21,76,67,10,15,2,0,4,11,9,2,28,0,0,0,2,1,0,0.22399999999999998,0.316,0.433,0.7490000000000001
Jonathan Lucroy,34,104,MLB-AL,Boston,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Dawel Lugo,25,81,MLB-AL,Detroit,9,11,10,3,2,0,0,0,1,1,0,1,0,0,0,1,0,0,0.2,0.273,0.2,0.473
Jordan Luplow,26,39,MLB-AL,Cleveland,29,92,78,8,15,5,1,2,8,12,0,19,1,0,1,3,0,1,0.192,0.304,0.359,0.6629999999999999
Gavin Lux,22,39,MLB-NL,Los Angeles,19,69,63,8,11,2,0,3,8,6,0,19,0,0,0,0,1,0,0.175,0.24600000000000002,0.349,0.596
Manny Machado,27,39,MLB-NL,San Diego,60,254,224,44,68,12,1,16,47,26,4,37,0,0,4,9,6,3,0.304,0.37,0.58,0.95
Vimael Machin,26,40,MLB-AL,Oakland,24,71,63,11,13,2,0,0,0,8,0,10,0,0,0,4,0,0,0.20600000000000002,0.29600000000000004,0.23800000000000002,0.534
Nick Madrigal,23,39,MLB-AL,Chicago,29,109,103,8,35,3,0,0,11,4,0,7,2,0,0,5,2,1,0.34,0.376,0.369,0.745
Martin Maldonado,33,41,MLB-AL,Houston,47,165,135,19,29,4,0,6,24,27,0,51,1,2,0,1,1,0,0.215,0.35,0.37799999999999995,0.727
Rafael Marchan,21,46,MLB-NL,Philadelphia,3,9,8,3,4,0,0,1,3,1,0,2,0,0,0,0,0,0,0.5,0.556,0.875,1.431
Manuel Margot,25,40,MLB-AL,Tampa Bay,47,159,145,19,39,9,0,1,11,13,0,25,0,0,1,0,12,4,0.26899999999999996,0.327,0.35200000000000004,0.679
Jake Marisnick,29,48,MLB-NL,New York,16,34,33,4,11,3,0,2,5,1,0,10,0,0,0,0,0,0,0.33299999999999996,0.353,0.606,0.9590000000000001
Nick Markakis,36,39,MLB-NL,Atlanta,37,141,130,15,33,15,0,1,15,10,0,23,1,0,0,5,0,0,0.254,0.312,0.392,0.7040000000000001
Jose Marmolejos,27,39,MLB-AL,Seattle,35,115,107,12,22,4,0,6,18,7,0,32,1,0,0,2,0,0,0.20600000000000002,0.261,0.41100000000000003,0.672
Ketel Marte,26,39,MLB-NL,Arizona,45,195,181,19,52,14,1,2,17,7,0,21,4,0,3,2,1,0,0.287,0.32299999999999995,0.409,0.732
Starling Marte,31,39,MLB-NL,"Arizona,Miami",61,250,228,36,64,14,1,6,27,12,1,41,9,0,1,5,10,2,0.281,0.34,0.43,0.77
Jason Martin,24,48,MLB-NL,Pittsburgh,7,11,9,2,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0.0,0.182,0.0,0.182
J.D. Martinez,32,39,MLB-AL,Boston,54,237,211,22,45,16,0,7,27,22,3,59,2,0,2,6,1,0,0.213,0.29100000000000004,0.389,0.68
Jose Martinez,31,42,"MLB-NL,MLB-AL","Chicago,Tampa Bay",34,98,88,10,16,4,0,2,10,10,1,27,0,0,0,6,0,0,0.182,0.265,0.295,0.561
Jorge Mateo,25,39,MLB-NL,San Diego,22,28,26,4,4,3,0,0,2,1,0,11,0,1,0,1,1,0,0.154,0.185,0.26899999999999996,0.45399999999999996
Mark Mathias,25,61,MLB-NL,Milwaukee,16,36,36,2,10,3,0,0,4,0,0,7,0,0,0,0,1,0,0.278,0.278,0.361,0.639
Jeff Mathis,37,40,MLB-AL,Texas,24,69,63,6,10,1,1,3,9,5,0,25,0,0,1,0,1,0,0.159,0.217,0.349,0.5670000000000001
Wyatt Mathisen,26,39,MLB-NL,Arizona,9,33,27,5,6,0,0,2,5,5,0,12,1,0,0,0,0,0,0.222,0.364,0.444,0.8079999999999999
Cameron Maybin,33,39,"MLB-AL,MLB-NL","Detroit,Chicago",32,101,93,8,23,8,1,1,7,7,0,25,1,0,0,4,3,0,0.247,0.307,0.387,0.6940000000000001
Jack Mayfield,29,39,MLB-AL,Houston,21,48,43,5,8,1,0,0,3,2,0,15,1,1,1,1,0,0,0.18600000000000003,0.23399999999999999,0.209,0.44299999999999995
Nomar Mazara,25,39,MLB-AL,Chicago,42,149,136,13,31,6,0,1,15,10,0,44,3,0,0,0,0,1,0.228,0.295,0.294,0.589
Ryan McBroom,28,39,MLB-AL,Kansas City,36,85,81,8,20,3,0,6,10,4,0,30,0,0,0,2,0,0,0.247,0.282,0.506,0.789
James McCann,30,40,MLB-AL,Chicago,31,111,97,20,28,3,0,7,15,8,0,30,4,0,2,2,1,1,0.289,0.36,0.536,0.8959999999999999
Joe McCarthy,26,100,MLB-NL,San Francisco,4,10,10,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Andrew McCutchen,33,39,MLB-NL,Philadelphia,57,241,217,32,55,9,0,10,34,22,0,48,1,0,1,4,4,0,0.253,0.324,0.433,0.757
Reese McGuire,25,62,MLB-AL,Toronto,19,45,41,2,3,0,0,1,1,0,0,11,0,4,0,1,0,0,0.073,0.073,0.146,0.22
Billy McKinney,25,77,MLB-AL,Toronto,2,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.667,0.667,0.667,1.3330000000000002
Zach McKinstry,25,46,MLB-NL,Los Angeles,4,7,7,1,2,1,0,0,0,0,0,3,0,0,0,1,0,0,0.28600000000000003,0.28600000000000003,0.429,0.7140000000000001
Ryan McMahon,25,39,MLB-NL,Colorado,52,193,172,23,37,6,1,9,26,18,0,66,2,0,1,4,0,1,0.215,0.295,0.419,0.7140000000000001
Jeff McNeil,28,40,MLB-NL,New York,52,209,183,19,57,14,0,4,23,20,2,24,3,0,3,3,0,1,0.311,0.38299999999999995,0.45399999999999996,0.836
Austin Meadows,25,49,MLB-AL,Tampa Bay,36,152,132,19,27,8,1,4,13,17,0,50,1,0,2,0,2,1,0.205,0.29600000000000004,0.371,0.667
Erick Mejia,25,46,MLB-AL,Kansas City,8,16,14,1,1,1,0,0,0,0,0,7,0,1,0,0,1,0,0.071,0.071,0.14300000000000002,0.214
Francisco Mejia,24,50,MLB-NL,San Diego,17,42,39,5,3,1,0,1,2,1,0,9,2,0,0,1,0,0,0.077,0.14300000000000002,0.179,0.322
Danny Mendick,26,53,MLB-AL,Chicago,33,114,107,11,26,4,1,3,6,6,0,25,0,0,1,3,0,1,0.243,0.281,0.38299999999999995,0.664
Oscar Mercado,25,39,MLB-AL,Cleveland,36,93,86,6,11,1,0,1,6,5,0,27,0,1,1,0,3,0,0.128,0.174,0.174,0.348
Yermin Mercedes,27,95,MLB-AL,Chicago,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Jordy Mercer,33,66,MLB-AL,"Detroit,New York",9,22,20,2,4,0,0,0,0,2,0,2,0,0,0,1,0,0,0.2,0.273,0.2,0.473
Whit Merrifield,31,39,MLB-AL,Kansas City,60,265,248,38,70,12,0,9,30,12,0,33,4,0,1,3,12,1,0.282,0.325,0.44,0.764
Brad Miller,30,40,MLB-NL,St. Louis,48,171,142,21,33,8,1,7,25,25,1,46,3,0,1,2,1,0,0.23199999999999998,0.35700000000000004,0.451,0.807
Ian Miller,28,74,MLB-NL,Chicago,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Alec Mills,28,91,MLB-NL,Chicago,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Yadier Molina,37,39,MLB-NL,St. Louis,42,156,145,12,38,2,0,4,16,6,0,21,3,1,1,7,0,0,0.262,0.303,0.359,0.662
Yoan Moncada,25,39,MLB-AL,Chicago,52,231,200,28,45,8,3,6,24,28,0,72,1,0,2,1,0,0,0.225,0.32,0.385,0.705
Adalberto Mondesi,24,39,MLB-AL,Kansas City,59,233,219,33,56,11,3,6,22,11,0,70,1,2,0,4,24,8,0.256,0.294,0.41600000000000004,0.71
Mickey Moniak,22,43,MLB-NL,Philadelphia,8,18,14,3,3,0,0,0,0,4,0,6,0,0,0,0,0,0,0.214,0.389,0.214,0.603
Dylan Moore,27,45,MLB-AL,Seattle,38,159,137,26,35,9,0,8,17,14,0,43,8,0,0,4,12,5,0.255,0.358,0.496,0.855
Colin Moran,27,39,MLB-NL,Pittsburgh,52,200,178,28,44,10,0,10,23,19,0,52,2,0,1,9,0,0,0.247,0.325,0.47200000000000003,0.797
Mitch Moreland,34,39,"MLB-AL,MLB-NL","Boston,San Diego",42,152,136,22,36,9,0,10,29,15,2,32,1,0,0,0,0,0,0.265,0.342,0.551,0.894
Logan Morrison,32,88,MLB-NL,Milwaukee,9,28,25,3,3,1,0,1,2,3,0,8,0,0,0,0,0,0,0.12,0.214,0.28,0.494
Ryan Mountcastle,23,39,MLB-AL,Baltimore,35,140,126,12,42,5,0,5,23,11,0,30,1,0,2,2,0,1,0.33299999999999996,0.386,0.49200000000000005,0.878
Mike Moustakas,31,39,MLB-NL,Cincinnati,44,163,139,13,32,9,0,8,27,18,1,36,4,0,2,5,1,0,0.23,0.331,0.46799999999999997,0.799
Cedric Mullins,25,39,MLB-AL,Baltimore,48,153,140,16,38,4,3,3,12,8,0,37,1,4,0,0,7,2,0.271,0.315,0.40700000000000003,0.723
Max Muncy,29,39,MLB-NL,Los Angeles,58,248,203,36,39,4,0,12,27,39,2,60,4,0,2,3,1,0,0.192,0.331,0.389,0.72
Yairo Munoz,25,49,MLB-AL,Boston,12,45,45,6,15,5,0,1,4,0,0,11,0,0,0,1,2,0,0.33299999999999996,0.33299999999999996,0.511,0.8440000000000001
Daniel Murphy,35,40,MLB-NL,Colorado,40,132,123,10,29,3,0,3,16,7,2,21,0,0,1,3,0,0,0.23600000000000002,0.275,0.33299999999999996,0.608
John Ryan Murphy,29,42,MLB-NL,Pittsburgh,25,63,58,6,10,2,0,0,2,4,0,28,0,1,0,1,0,0,0.172,0.226,0.207,0.433
Sean Murphy,25,39,MLB-AL,Oakland,43,140,116,21,27,5,0,7,14,24,0,37,0,0,0,6,0,0,0.233,0.364,0.457,0.821
Wil Myers,29,39,MLB-NL,San Diego,55,218,198,34,57,14,2,15,40,18,0,56,2,0,0,0,2,1,0.28800000000000003,0.353,0.606,0.9590000000000001
Tyler Naquin,29,40,MLB-AL,Cleveland,40,141,133,15,29,8,1,4,20,5,0,40,1,0,2,3,0,1,0.218,0.248,0.38299999999999995,0.632
Omar Narvaez,28,40,MLB-NL,Milwaukee,40,126,108,8,19,4,0,2,10,16,0,39,2,0,0,1,0,0,0.17600000000000002,0.294,0.26899999999999996,0.562
Brian Navarreto,25,72,MLB-NL,Miami,2,5,5,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0.4,0.4,0.4,0.8
Josh Naylor,23,39,"MLB-AL,MLB-NL","Cleveland,San Diego",40,104,97,13,24,3,1,1,6,5,0,12,1,0,0,2,1,0,0.247,0.29100000000000004,0.33,0.621
Kevin Newman,26,47,MLB-NL,Pittsburgh,44,172,156,12,35,5,0,1,10,12,0,21,1,1,2,1,0,1,0.22399999999999998,0.281,0.276,0.556
Tomas Nido,26,79,MLB-NL,New York,7,26,24,4,7,1,0,2,6,2,0,6,0,0,0,2,0,0,0.292,0.34600000000000003,0.583,0.929
Brandon Nimmo,27,39,MLB-NL,New York,55,225,186,33,52,8,3,8,18,33,0,43,6,0,0,1,1,2,0.28,0.40399999999999997,0.484,0.888
John Nogowski,27,81,MLB-NL,St. Louis,1,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.25,0.25,0.25,0.5
Austin Nola,30,39,"MLB-AL,MLB-NL","Seattle,San Diego",48,184,161,24,44,9,1,7,28,18,1,34,3,0,2,3,0,0,0.273,0.353,0.47200000000000003,0.825
Jake Noll,26,39,MLB-NL,Washington,7,17,17,2,6,1,0,0,0,0,0,4,0,0,0,1,0,0,0.353,0.353,0.41200000000000003,0.765
Jacob Nottingham,25,39,MLB-NL,Milwaukee,20,54,48,8,9,1,0,4,13,5,0,20,1,0,0,1,0,0,0.188,0.278,0.45799999999999996,0.736
Eduardo Nunez,33,102,MLB-NL,New York,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0.5,0.5,1.0
Renato Nunez,26,39,MLB-AL,Baltimore,52,216,195,29,50,10,0,12,31,17,0,64,3,0,1,4,0,0,0.256,0.324,0.49200000000000005,0.816
Brian O'Grady,28,65,MLB-AL,Tampa Bay,2,5,5,2,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0.4,0.4,0.6,1.0
Ryan O'Hearn,26,40,MLB-AL,Kansas City,42,132,113,7,22,6,0,2,18,18,2,37,0,0,1,5,0,0,0.195,0.303,0.301,0.604
Tyler O'Neill,25,39,MLB-NL,St. Louis,50,157,139,20,24,5,0,7,19,15,0,43,2,0,1,3,3,1,0.17300000000000001,0.261,0.36,0.621
Joseph Odom,28,39,MLB-AL,Seattle,18,44,39,2,5,0,0,0,2,4,0,20,0,1,0,1,0,0,0.128,0.209,0.128,0.33799999999999997
Rougned Odor,26,39,MLB-AL,Texas,38,148,138,15,23,4,0,10,30,7,0,47,1,0,2,2,0,1,0.16699999999999998,0.209,0.413,0.623
Shohei Ohtani,25,39,MLB-AL,Los Angeles,44,175,153,23,29,6,0,7,24,22,0,50,0,0,0,3,7,1,0.19,0.29100000000000004,0.366,0.657
Jared Oliva,24,40,MLB-NL,Pittsburgh,6,16,16,0,3,0,0,0,0,0,0,6,0,0,0,0,1,0,0.188,0.188,0.188,0.375
Edward Olivares,24,39,"MLB-AL,MLB-NL","Kansas City,San Diego",31,101,96,9,23,2,1,3,10,4,0,25,0,0,1,1,0,2,0.24,0.267,0.375,0.642
Matt Olson,26,39,MLB-AL,Oakland,60,245,210,28,41,4,1,14,42,34,2,77,1,0,0,2,1,0,0.195,0.31,0.424,0.7340000000000001
Jorge Oña,23,50,MLB-NL,San Diego,5,15,12,3,3,1,0,1,2,2,0,7,1,0,0,0,0,0,0.25,0.4,0.583,0.983
Nate Orf,30,39,MLB-AL,Oakland,6,7,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Jose Osuna,27,39,MLB-NL,Pittsburgh,26,82,78,6,16,3,0,4,11,4,0,16,0,0,0,1,0,1,0.205,0.244,0.397,0.6409999999999999
Chris Owings,28,78,MLB-NL,Colorado,17,44,41,9,11,1,0,2,5,3,0,11,0,0,0,0,1,0,0.268,0.318,0.439,0.757
Marcell Ozuna,29,39,MLB-NL,Atlanta,60,267,228,38,77,14,0,18,56,38,3,60,0,0,1,3,0,0,0.33799999999999997,0.431,0.636,1.067
Cristian Pache,21,75,MLB-NL,Atlanta,2,4,4,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0.25,0.25,0.25,0.5
Joe Panik,29,39,MLB-AL,Toronto,41,141,120,18,27,6,0,1,7,20,0,27,1,0,0,4,0,0,0.225,0.34,0.3,0.64
Isaac Paredes,21,39,MLB-AL,Detroit,34,108,100,7,22,4,0,1,6,8,0,24,0,0,0,1,0,0,0.22,0.278,0.29,0.568
Mark Payton,28,67,MLB-NL,Cincinnati,8,20,18,0,3,1,0,0,0,2,0,5,0,0,0,1,1,0,0.16699999999999998,0.25,0.222,0.47200000000000003
Joc Pederson,28,39,MLB-NL,Los Angeles,43,138,121,21,23,4,0,7,16,11,0,34,5,0,0,5,1,0,0.19,0.285,0.397,0.6809999999999999
Hunter Pence,37,76,MLB-NL,San Francisco,17,56,52,4,5,0,1,2,6,3,0,15,1,0,0,3,0,0,0.096,0.161,0.25,0.41100000000000003
David Peralta,32,40,MLB-NL,Arizona,54,218,203,19,61,10,1,5,34,13,0,45,0,0,2,4,1,0,0.3,0.33899999999999997,0.433,0.773
Jose Peraza,26,58,MLB-AL,Boston,34,120,111,13,25,8,1,1,8,5,0,18,3,0,1,3,1,1,0.225,0.275,0.342,0.617
Hernan Perez,29,71,MLB-NL,Chicago,3,6,6,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0.16699999999999998,0.16699999999999998,0.16699999999999998,0.33299999999999996
Michael Perez,27,39,MLB-AL,Tampa Bay,38,93,84,7,14,3,0,1,13,7,0,27,1,0,1,3,0,0,0.16699999999999998,0.237,0.23800000000000002,0.475
Roberto Perez,31,39,MLB-AL,Cleveland,32,110,97,6,16,2,0,1,5,11,0,38,2,0,0,2,0,0,0.165,0.264,0.21600000000000003,0.48
Salvador Perez,30,39,MLB-AL,Kansas City,37,156,150,22,50,12,0,11,32,3,0,36,2,0,1,0,1,0,0.33299999999999996,0.353,0.633,0.986
Jace Peterson,30,39,MLB-NL,Milwaukee,26,61,45,6,9,1,0,2,5,15,0,20,0,0,1,0,1,0,0.2,0.39299999999999996,0.35600000000000004,0.7490000000000001
Tommy Pham,32,39,MLB-NL,San Diego,31,124,108,13,23,2,0,3,12,15,0,26,1,0,0,2,6,0,0.213,0.315,0.315,0.629
Josh Phegley,32,72,MLB-NL,Chicago,11,18,16,4,1,0,0,1,2,1,0,3,1,0,0,0,0,0,0.063,0.16699999999999998,0.25,0.41700000000000004
Brett Phillips,26,39,MLB-AL,"Kansas City,Tampa Bay",35,59,51,10,10,0,2,2,5,8,0,15,0,0,0,0,6,1,0.196,0.305,0.392,0.6970000000000001
Kevin Pillar,31,40,"MLB-NL,MLB-AL","Colorado,Boston",54,223,208,34,60,12,3,6,26,13,1,41,2,0,0,4,5,2,0.28800000000000003,0.336,0.462,0.7979999999999999
Manny Pina,33,70,MLB-NL,Milwaukee,15,45,39,4,9,1,0,2,5,3,0,11,3,0,0,0,0,0,0.231,0.33299999999999996,0.41,0.7440000000000001
Chad Pinder,28,39,MLB-AL,Oakland,24,61,56,8,13,3,0,2,8,5,0,13,0,0,0,3,0,0,0.23199999999999998,0.295,0.39299999999999996,0.688
Stephen Piscotty,29,39,MLB-AL,Oakland,45,171,159,17,36,6,0,5,29,9,0,53,1,1,1,4,4,0,0.226,0.271,0.358,0.629
Kevin Plawecki,29,39,MLB-AL,Boston,24,89,82,8,28,5,1,1,17,5,0,14,2,0,0,4,1,0,0.341,0.39299999999999996,0.46299999999999997,0.857
Gregory Polanco,28,40,MLB-NL,Pittsburgh,50,174,157,12,24,6,0,7,22,13,0,65,0,0,3,1,3,1,0.153,0.214,0.325,0.539
Jorge Polanco,26,39,MLB-AL,Minnesota,55,226,209,22,54,8,0,4,19,13,0,35,1,2,1,7,4,2,0.258,0.304,0.354,0.6579999999999999
AJ Pollock,32,39,MLB-NL,Los Angeles,55,210,196,30,54,9,0,16,34,12,1,45,0,0,2,6,2,2,0.276,0.314,0.5660000000000001,0.8809999999999999
Jurickson Profar,27,39,MLB-NL,San Diego,56,202,180,28,50,6,0,7,25,15,0,28,4,1,2,1,7,1,0.278,0.34299999999999997,0.428,0.7709999999999999
Cesar Puello,29,39,MLB-AL,Boston,5,11,8,1,3,0,0,0,0,2,0,2,0,1,0,0,0,0,0.375,0.5,0.375,0.875
Albert Pujols,40,40,MLB-AL,Los Angeles,39,163,152,15,34,8,0,6,25,9,1,25,1,0,1,4,0,0,0.22399999999999998,0.27,0.395,0.665
Roman Quinn,27,39,MLB-NL,Philadelphia,41,116,108,14,23,3,1,2,7,5,0,39,2,1,0,0,12,0,0.213,0.261,0.315,0.5760000000000001
Harold Ramirez,25,61,MLB-NL,Miami,3,11,10,2,2,0,0,0,1,1,0,2,0,0,0,0,0,0,0.2,0.273,0.2,0.473
Jose Ramirez,27,39,MLB-AL,Cleveland,58,254,219,45,64,16,1,17,46,31,0,43,3,0,1,2,10,3,0.292,0.386,0.607,0.993
Wilson Ramos,32,39,MLB-NL,New York,45,155,142,13,34,6,0,5,15,10,0,31,2,0,1,5,0,0,0.239,0.297,0.387,0.684
Rangel Ravelo,28,41,MLB-NL,St. Louis,13,41,35,5,6,1,0,1,6,4,0,6,0,0,2,0,0,0,0.171,0.244,0.28600000000000003,0.53
J.T. Realmuto,29,39,MLB-NL,Philadelphia,47,195,173,33,46,6,0,11,32,16,0,48,6,0,0,3,4,1,0.266,0.349,0.491,0.84
Josh Reddick,33,39,MLB-AL,Houston,56,210,188,22,46,11,1,4,23,20,0,42,0,0,1,5,1,0,0.245,0.316,0.37799999999999995,0.693
Rob Refsnyder,29,75,MLB-AL,Texas,15,34,30,4,6,1,0,0,1,2,0,11,1,0,1,0,0,0,0.2,0.265,0.233,0.498
Anthony Rendon,30,41,MLB-AL,Los Angeles,52,232,189,29,54,11,1,9,31,38,2,31,5,0,0,10,0,0,0.28600000000000003,0.418,0.49700000000000005,0.915
Hunter Renfroe,28,39,MLB-AL,Tampa Bay,42,139,122,18,19,5,0,8,22,14,0,37,2,0,1,3,2,0,0.156,0.252,0.39299999999999996,0.645
Luis Rengifo,23,41,MLB-AL,Los Angeles,33,106,90,12,14,1,0,1,3,14,0,26,0,2,0,2,3,1,0.156,0.26899999999999996,0.2,0.469
